"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PPM1B-DT",2.61175901928672,8.19772655205785,11.5291130284957,3.56221456891427e-21,3.7289751038806e-19,37.5858084676664
"ALG14",1.12159050172451,5.18836472572727,11.5217103994214,3.71076501770362e-21,3.82818294459231e-19,37.5453896661428
"PSMB6",3.79067004005145,6.89924471317355,11.3850912455409,7.88948401522855e-21,7.58918608762187e-19,36.7991726073725
"SLCO4C1",4.16433062899882,9.60804650466116,11.3371511139161,1.02813388488325e-20,9.58768520160777e-19,36.5372132515639
"SLC26A10P",1.78080164252597,6.81808903308264,11.2314095385831,1.84410916130884e-20,1.66164350800634e-18,35.9592410850746
"GRK5",1.6527721955691,6.45809321225826,11.1924622441971,2.28701285823491e-20,2.01814709039697e-18,35.7463085944707
"XPO6",2.00211872425958,6.24293459721901,11.0134185653732,6.15378983378149e-20,5.02482917574464e-18,34.7671812969552
"ORAI3",3.75415301893548,8.17279326915702,11.0130936092253,6.16485714842002e-20,5.02482917574464e-18,34.7654039301676
"TRIM16",4.92378059882744,10.2771666303636,10.9696146858519,7.84039843984579e-20,6.31817768614743e-18,34.5275869351871
"AQP2",1.39229400702523,5.15951996100551,10.9187402506211,1.03877554378527e-19,8.12565997711881e-18,34.2493058361367
"LINC01554",5.28332518851807,8.3818684805124,10.884785570902,1.25335268422323e-19,9.66257998974261e-18,34.0635702718452
"RAB24",1.63279315482009,6.851508484,10.8615318958851,1.42536033821273e-19,1.08709178651903e-17,33.9363691790514
"NPTN-IT1",1.97921490627369,9.05137515228099,10.8049784987191,1.9487619886619e-19,1.46534550238996e-17,33.6270138629877
"SHPRH",2.19295423101353,6.22715307864463,10.7800557807736,2.23676543618143e-19,1.6528071242095e-17,33.490684772837
"GXYLT2",1.23647761689476,5.64729185260331,10.7054369587149,3.37943699515001e-19,2.45468969494655e-17,33.0825302916245
"MOCS3",2.31788092440832,7.79113647131405,10.6235289583406,5.31574239976091e-19,3.79657789120048e-17,32.6345515509725
"MAGED4B",1.76249324985317,8.87275419966116,10.6059600910358,5.85809821272397e-19,4.11512129383949e-17,32.5384711548927
"SYT13",1.93322627693661,6.8292626253595,10.5783182008277,6.82555383541899e-19,4.70961938091713e-17,32.3873112117917
"LOC101928553",2.25386902796885,7.24975455816529,10.4864941704199,1.13402831933075e-18,7.61546376078871e-17,31.8852507614872
"DNAAF11",1.26756833869594,6.09117286605372,10.4536111943577,1.36009595125101e-18,9.04823957600166e-17,31.705493932619
"MRPS16",1.47935718328702,4.25222236640496,10.4500415966761,1.38719977400398e-18,9.17140903215327e-17,31.685981772134
"TTLL7",1.77391001595076,6.13455255347521,10.4324919801805,1.52851134605286e-18,1.00434953215258e-16,31.5900557163544
"CYP2B6",1.02914054230559,4.49004723103306,10.3992351188457,1.83695562729447e-18,1.18777699149647e-16,31.4082920550976
"ZNF285",2.1112022242658,5.68828501490909,10.3773970500915,2.07259266503235e-18,1.31423700684481e-16,31.2889508540023
"SPARCL1",2.89926918254351,6.73398171208264,10.3599333649238,2.28258483372293e-18,1.42528067614483e-16,31.1935231137795
"FNDC7",2.91681346376239,8.28628772340496,10.3439235349347,2.493722774789e-18,1.55257871299181e-16,31.1060464395904
"LGALS3",1.62434197629947,4.45259228196281,10.3400064656709,2.54828614985881e-18,1.58193752122776e-16,31.0846448272747
"DOP1B",2.07833641279775,7.05600093723141,10.2765039022478,3.61924031559367e-18,2.15890717708109e-16,30.7377452697244
"L1CAM",2.47846840004406,10.0347392101488,10.2251989133533,4.80493110582207e-18,2.82670258305318e-16,30.4575645509628
"GRIN3B",3.1673472655995,8.22000448381818,10.2222695012794,4.8832983136459e-18,2.86491306285462e-16,30.4415692952549
"CPA1",3.82126383078391,6.7515147441405,10.2009599911136,5.49313323038401e-18,3.17042865229326e-16,30.3252230240858
"KCNA6",1.2295357242265,4.92505068966942,10.0901957935214,1.01243778122588e-17,5.64506757652186e-16,29.7207287744885
"UHRF1",2.64424720592982,7.13679568678512,10.0717489577186,1.12092252184837e-17,6.20137317463004e-16,29.6201010514219
"PCOTH",2.11119477768266,6.01838275736364,10.0664893287016,1.15392914697086e-17,6.36748241177333e-16,29.5914122579647
"RNF115",1.60764977668849,6.68894393810744,10.0571763851817,1.21477118449285e-17,6.66875029430457e-16,29.5406173656582
"PGM5-AS1",1.59886963161705,5.42108535668595,9.98163182360988,1.84271351453571e-17,9.91212773373047e-16,29.1287190719341
"CHIA",1.17105784667134,5.8070301728843,9.87503539132795,3.31608950458319e-17,1.71881289733918e-15,28.5479709286333
"NUP50",1.06715743617615,5.32146797388981,9.84998112386645,3.80686564620077e-17,1.94487119317267e-15,28.4115572289433
"LINC01111",1.68893392153899,5.75782786709917,9.84509325339963,3.91074975091727e-17,1.99317567854029e-15,28.384948049604
"MUC7",1.66885115260317,7.79044163162397,9.81243475917535,4.68134256226078e-17,2.35223695099009e-15,28.2071916889017
"ATG4D",1.59041668212326,5.41097088584297,9.79132281274799,5.25837954701787e-17,2.62366110342445e-15,28.0923138996077
"YPEL4",2.74404721426693,7.53290600381818,9.72639512627002,7.51688270329441e-17,3.61538356146063e-15,27.7391833816605
"SP2",1.27804414268189,6.33509534551515,9.68374785628697,9.50417666694994e-17,4.54053003853951e-15,27.5073736414553
"CA9",3.71368385835178,7.02791154076033,9.67663415216741,9.88333184466836e-17,4.71112838265386e-15,27.468718359891
"LRRC31",2.94033450491965,6.74080557729752,9.66040144216476,1.08060071707239e-16,5.11668033549466e-15,27.3805235607808
"MYL6B",2.35889514222678,6.03989650695041,9.63438416463448,1.24674331479266e-16,5.85147329393346e-15,27.2392042804096
"PPP3R1",1.65858419694197,9.83222403269008,9.59729517131166,1.52858267742734e-16,7.00491053142938e-15,27.0378261083516
"CAPN5",2.06356456024799,6.1233455245124,9.57506400936896,1.72712836640101e-16,7.84740984350928e-15,26.9171661494454
"PLCXD3",1.76664877577146,6.1204216838595,9.55411736204352,1.93768405524071e-16,8.7482543339673e-15,26.8035104044672
"CELSR1",1.82851699365192,6.67000371099725,9.53780427259286,2.11924558975393e-16,9.48773366230505e-15,26.7150184083675
"GC",1.88102570974371,8.97450656718182,9.53717396077485,2.12659162810971e-16,9.50070381135627e-15,26.711599613542
"SWSAP1",2.32322887100393,5.95518980504132,9.49798471250844,2.63692076908196e-16,1.16587076279775e-14,26.4990968540151
"CUBN",2.85789912389758,8.16527902431405,9.49774400762153,2.6404058726209e-16,1.16587076279775e-14,26.497791998759
"TXLNA",1.12413747369567,5.27840748266116,9.49760741395474,2.64238562020188e-16,1.16587076279775e-14,26.4970515298439
"CD5",1.38259593389954,8.87614766836364,9.4414486205215,3.59563047966677e-16,1.55434592901384e-14,26.1927406261806
"NDEL1",1.66815323359076,4.39797608449587,9.43625328474954,3.6995258459355e-16,1.59602776646369e-14,26.1646010530903
"GOLGA2",1.14261642536917,4.77373641408678,9.41086233976864,4.25200450934078e-16,1.82557419557023e-14,26.0271073929248
"LPAR1",2.62481274779519,9.29747003071074,9.4106373475727,4.25725099224527e-16,1.82557419557023e-14,26.0258892823438
"UMAD1",2.2781914388563,6.95678321218182,9.36151002544664,5.57216621485165e-16,2.36098431583645e-14,25.7600151760454
"LOC100190986",1.59833583978447,5.24835560569421,9.34172507017625,6.20979857214016e-16,2.62075589936864e-14,25.6529985359357
"CEACAM7",1.89714391824468,6.35951471011019,9.33635548222439,6.3950705436923e-16,2.69362389468538e-14,25.6239603798215
"PHF24",1.300407503427,5.03864399457438,9.28522658758014,8.45995800962265e-16,3.53546777486285e-14,25.3475894361875
"EFNB3",2.44645941844367,8.43388231366529,9.23988024070948,1.08409374328249e-15,4.45208113226878e-14,25.1026753578438
"PTPN7",1.22259550028504,4.58556360021901,9.23248377750176,1.12882404612983e-15,4.6180148477208e-14,25.0627456230274
"SGSH",1.27377394028984,5.7487777483843,9.22432027053265,1.18033209483767e-15,4.81030379489665e-14,25.0186810637832
"PRSS16",2.270593949552,6.10582847455372,9.18515145580583,1.461989994462e-15,5.84659107335879e-14,24.8073472083628
"LOC389765",3.89448628388628,7.39954555633058,9.17213911657928,1.56966445707166e-15,6.2421200150401e-14,24.737172916332
"FAM242F",3.47463952358312,6.29496602171074,9.15731850431577,1.70196177750895e-15,6.73062847383402e-14,24.6572673379772
"ITGAL",2.03498143462865,4.80425196713636,9.13142621491805,1.9603100683655e-15,7.70946989133432e-14,24.5177218407036
"CCNI",1.23091739785744,4.55533334097245,9.12524612317756,2.02754245756496e-15,7.95922227597421e-14,24.4844245920179
"LOC102723701",2.87773462495303,5.54072725555372,9.12005492638515,2.08578960747678e-15,8.15788224682539e-14,24.4564583755619
"SPATA2",3.35515390620359,7.13015349256612,9.10753746539837,2.23319167528333e-15,8.65513760901553e-14,24.3890353046445
"LINC01922",1.78382791457067,4.81482391458678,9.10527693952435,2.26089701796435e-15,8.74664054685303e-14,24.3768611233911
"ABCB4",1.46607278035829,4.3613809764876,9.09979010933549,2.32957771441156e-15,8.97980723668933e-14,24.3473137324623
"GXYLT1",1.50678859087638,5.31328913593388,9.06403095715403,2.8310464144045e-15,1.0834587128962e-13,24.1548233081187
"SMCHD1",1.11733568763401,5.9915224491405,9.05117426918704,3.03651417600913e-15,1.14854557773324e-13,24.0856495728735
"NECAP1",1.25454417854576,7.60404816564463,9.03540347229237,3.30895350505389e-15,1.24625576896695e-13,24.0008213545558
"PCYT2",1.5634013762016,6.35292559144628,9.03031690377337,3.40191670704544e-15,1.2790128746295e-13,23.9734674388137
"LIPT1",3.06782908169114,6.91278610675207,9.02481917514273,3.50532309401562e-15,1.31557424732344e-13,23.9439056383927
"ACADSB",1.04363154644706,7.41457849819835,8.9871752026057,4.30263988857055e-15,1.5979630403552e-13,23.7415807941362
"LRRC37BP1",1.29268516856556,7.12335447764463,8.92128482946167,6.1570390234558e-15,2.24374690010066e-13,23.3878288586218
"TEX36-AS1",2.81882451528899,6.78325833839669,8.91625796441421,6.32757425108801e-15,2.28638490917063e-13,23.3608614467671
"BRINP3",3.63997828945642,6.84601196278512,8.91010696727788,6.54265968880302e-15,2.35216326017489e-13,23.3278675291298
"NUTM2E",3.16194896332294,5.98114123958678,8.89653537207743,7.04333668555788e-15,2.5236653510082e-13,23.2550855228177
"PDZD11",3.02350517669681,5.73840619195868,8.89465086278258,7.11581276780295e-15,2.5424285478559e-13,23.2449809858672
"TMEM119",2.48880525786196,5.9224834826281,8.8511791574842,9.01026487259229e-15,3.14916868010161e-13,23.0120099698629
"SLC22A5",1.57818451846235,6.15981095224793,8.8267269481482,1.02886479220172e-14,3.54950042608525e-13,22.8810693681194
"SLC25A15",2.41663846443237,7.57444254055372,8.8246480120009,1.04053297910582e-14,3.58396480142012e-13,22.8699401936313
"CHADL",2.2628383919485,6.2318598156281,8.79954020182317,1.19230458076031e-14,4.047959351691e-13,22.7355735811835
"OMA1",2.7892475313433,5.49603383765289,8.7922301911933,1.24050039382205e-14,4.19556898831162e-13,22.696468496252
"CTAGE9",2.46725550804294,8.25984577019835,8.79103962876606,1.24853161020133e-14,4.21206833109787e-13,22.690100200661
"ODR4",1.939507708205,7.27158403428512,8.78361807489679,1.29977608112553e-14,4.36426386987981e-13,22.6504065566075
"C2CD4C",1.95292971720301,6.75030384483471,8.77128641703904,1.38959638197567e-14,4.64394847215814e-13,22.5844672890296
"TET1",1.21291034850223,5.40342140844628,8.74658276033023,1.58854586163583e-14,5.28401820486499e-13,22.4524325932177
"NEUROD1",1.26875510712072,6.12981872933058,8.73839864369151,1.66052078255948e-14,5.50627660117356e-13,22.4087082721198
"RPS6KA5",1.14989160823823,5.0045917956343,8.73768022906436,1.66699179287903e-14,5.51916430029947e-13,22.4048705053821
"ILKAP",1.57046832689926,8.8927581177438,8.72519650950965,1.78353204722538e-14,5.85058784462333e-13,22.3381934933886
"PRSS1",1.5769145319055,7.27211749876033,8.70205970757288,2.02138909968373e-14,6.56029851424711e-13,22.2146722445669
"IL18RAP",4.94198044944228,7.56737814770248,8.69978746930406,2.04638742544848e-14,6.63135105773177e-13,22.2025452581089
"CDHR3",1.49533135522509,4.59433944466529,8.69471923741116,2.10326076082682e-14,6.79502776814775e-13,22.1754985134897
"U2AF1L4",1.55639846317925,5.95536189467769,8.6595435452086,2.54379128223848e-14,8.11997949659232e-13,21.9878793445098
"CXorf51A",3.24650909982124,5.98754465891736,8.64325841367777,2.77775246778087e-14,8.84037316683464e-13,21.9010760737973
"DOCK1",1.05988852135631,3.98770258988099,8.63237223377071,2.94597397193727e-14,9.32018876603266e-13,21.8430710765707
"SENCR",3.17626812999712,9.55287097745455,8.63180642661773,2.95498932498224e-14,9.33488121819464e-13,21.8400567335089
"PCMTD2",1.06348109391004,4.80348511460882,8.60223821634535,3.46639327191566e-14,1.07750841807509e-12,21.6825949739924
"NABP1",1.48605598954974,5.11365298115703,8.59985087504222,3.51133840079492e-14,1.08989290042116e-12,21.669886932146
"HSH2D",1.77644250405821,6.83077284438017,8.58430020100456,3.81863646703898e-14,1.17333786695852e-12,21.5871293131303
"GSDMC",2.96381705377712,6.1256363844876,8.52814190706841,5.16855728437749e-14,1.56337876498415e-12,21.2885598982452
"HPN",1.09428335377312,8.56925175569421,8.52020008045948,5.39442368425078e-14,1.62250588418557e-12,21.2463743485686
"HOPX",1.17874380197867,4.29884189491736,8.51532075862342,5.53803568844625e-14,1.66302931398488e-12,21.2204609657943
"XRCC1",1.57976567300897,10.244857473438,8.49378477510299,6.2187339644976e-14,1.84959698902293e-12,21.106129385244
"HNF4G",1.87466289393802,7.30979664385124,8.47735630402634,6.79342404718142e-14,2.01491070177166e-12,21.0189603561749
"CD151",1.76827338865605,8.22877846334711,8.4751319258564,6.87519327278662e-14,2.03351457535122e-12,21.0071610460245
"IMP3",1.93534464311304,11.1331481711653,8.46408367545935,7.29607399576585e-14,2.1495322318822e-12,20.9485664276611
"SFPQ",1.01058226444532,5.87209091399174,8.46335322278057,7.32478710934687e-14,2.1545568694229e-12,20.9446931220681
"AOAH",2.23327376689248,7.99731500163636,8.46037988765823,7.44282981458835e-14,2.18626727222193e-12,20.9289275391819
"ARHGAP4",1.24797976933195,8.75187297191736,8.39189635511164,1.07522404115952e-13,3.11130208658016e-12,20.5661898860697
"FMNL3",1.10265072627626,6.60323857252479,8.38440464818727,1.11932827524862e-13,3.23016963755869e-12,20.5265537758134
"NEK2",1.31890092317671,6.49191647903306,8.37406537504108,1.18316640427606e-13,3.38239873672225e-12,20.4718670503387
"LINC01635",2.31839001888968,5.73126746859504,8.35726333160292,1.29472047050171e-13,3.6963577068936e-12,20.3830343785071
"KANK3",2.3478540999598,7.74413612738017,8.35022025714783,1.34453776192021e-13,3.81816541300614e-12,20.3458112724637
"EZHIP",2.30831684322396,5.50682582560331,8.33913447725787,1.4268393995379e-13,4.02511960067792e-12,20.2872387495227
"TADA3",1.36322246674175,6.95375900199174,8.33523346455893,1.45697705712418e-13,4.10471570644947e-12,20.2666322968629
"CYB5R4",1.52774119225079,8.39096624392562,8.31848681707637,1.59371375018789e-13,4.46637232746225e-12,20.1781996399862
"LINP1",2.07294997229691,6.73530520915702,8.31752604059496,1.60193463047025e-13,4.48352739628992e-12,20.1731275648183
"NDC80",2.140830254397,9.42078559741322,8.31521303450215,1.62189924823204e-13,4.53346314738158e-12,20.1609175116795
"HCG4B",1.6567512622607,6.24663637793388,8.30209927616638,1.73985906585211e-13,4.84707883008844e-12,20.0917086952233
"WDSUB1",3.31926634523017,5.97214022123141,8.27148745224759,2.0494727874876e-13,5.64574339867237e-12,19.9302657910479
"QRICH1",2.25075977122904,5.78836283611983,8.26160032709834,2.16073482864825e-13,5.91570413663891e-12,19.8781565224158
"MBOAT1",3.03691664933707,6.63319717581818,8.25833928838255,2.19873337800127e-13,6.00434159683082e-12,19.860973177534
"MMP13",2.78313137599657,7.71529794638843,8.25696576905752,2.21493620412032e-13,6.03315849987109e-12,19.8537362605532
"LINC01350",3.15607268925731,7.06680018415702,8.25547367673657,2.2326723500342e-13,6.07372204267264e-12,19.8458749649908
"LZIC",1.74867778099318,5.34620788855785,8.25379978432662,2.25273763229413e-13,6.12051045008157e-12,19.8370562881659
"EIF4G1",1.48594006692841,6.0570609162438,8.25050982097744,2.29269908737344e-13,6.2132727171142e-12,19.81972497128
"FLJ12825",1.17509687707717,5.34370256735537,8.24460168493733,2.36623958112403e-13,6.40444185740223e-12,19.7886059955218
"DDX19A-DT",3.00175955956952,8.22503101029752,8.24420284583467,2.37128773696228e-13,6.40998096491512e-12,19.7865054726587
"ORC3",2.48050505061082,7.8036773712562,8.21301694130479,2.80103698138875e-13,7.45837216179011e-12,19.6223480429671
"SAMD9L",1.18344818428785,6.45519372587328,8.1974917857585,3.04300669050132e-13,8.06245755281089e-12,19.5406900235761
"PDCL",1.56378720552032,7.03155291501653,8.16607589018894,3.59803065849587e-13,9.47422252924528e-12,19.3755825990531
"RNF146",1.44241430431332,4.42672848165289,8.15775409362438,3.76120280851517e-13,9.85527435286399e-12,19.3318768388789
"KLHDC7B-DT",2.71372305134497,8.41716460542149,8.13312447174332,4.28849787173427e-13,1.11412253103267e-11,19.2025968015309
"MDP1",1.1301017930087,8.26382723122727,8.12901898310558,4.38327267324482e-13,1.13460349014719e-11,19.1810580262962
"TRIM6",1.48926515970754,6.07064255546281,8.12323615676097,4.52030991212296e-13,1.16865881565842e-11,19.1507246340382
"ZNF217-AS1",1.25747888920077,3.96362705252066,8.12263860722255,4.5347106902984e-13,1.17096429010063e-11,19.1475905830597
"SSC4D",2.07894011371094,5.63338992292562,8.12211782737908,4.54729852122868e-13,1.17279661740143e-11,19.1448592304892
"DKFZP434A062",1.11724721161168,5.06057955654545,8.10662835158555,4.93799869582012e-13,1.26591791295605e-11,19.0636439688649
"S100A1",2.86307581629973,7.42483616041322,8.06484382724182,6.16634132985042e-13,1.56578143994002e-11,18.8447805652811
"BHLHE41",1.08457204994609,6.05385980755785,8.05294196937939,6.5687580938831e-13,1.65859563765835e-11,18.7825000917085
"SLC16A4",3.24332043488286,9.62071018252066,8.04892035080415,6.71054853108572e-13,1.69189803874068e-11,18.7614617231617
"RARA",1.08134665645742,6.83690603481157,8.04487913343953,6.85609307420406e-13,1.72452140871175e-11,18.7403239422998
"LNX2",4.14066071445584,8.12427333653719,8.02177302816559,7.75055401097702e-13,1.93582550765397e-11,18.6195266209769
"LOC100506076",2.55987811131953,6.70939563657025,8.01487011208078,8.03960591060073e-13,2.00567504930933e-11,18.5834586036471
"PRPH2",3.40477775787554,6.46381035369421,8.00935406397487,8.27826228497032e-13,2.06280386342522e-11,18.5546436825192
"PAQR8",1.5645413107477,6.09819821125207,7.97494202603044,9.93439260575748e-13,2.45827293274567e-11,18.375015359828
"CECR3",2.01486137254577,7.27478024569421,7.96611096234325,1.04100158951708e-12,2.56408176979667e-11,18.3289555100864
"LOC100130452",1.88588778229238,6.85506293609917,7.96362836693752,1.05477502793016e-12,2.595013908001e-11,18.3160099192021
"LDOC1",1.383410762147,7.59669511399174,7.96190884383398,1.0644209027631e-12,2.61573168912611e-11,18.3070441177545
"SFMBT1",1.3387213955933,4.42200981706612,7.9350282720426,1.22711794217079e-12,2.99145018893347e-11,18.1669624404527
"USP20",1.35176981397278,10.4810316273471,7.92909175587057,1.26625372824635e-12,3.07631949564287e-11,18.1360452901643
"TDRD12",1.08909502219678,8.42956705373554,7.90395241278723,1.44619251557597e-12,3.48178592673336e-11,18.005199788993
"NRAS",1.23684926738373,5.74883360655785,7.8995459405549,1.48025114317439e-12,3.55177114185271e-11,17.9822782164092
"MGRN1",4.43903140416738,9.01806266728099,7.88957967385587,1.56024912534044e-12,3.73951964889396e-11,17.9304504203451
"AP5B1",2.75653859590041,7.57671267500826,7.87052466538487,1.72534162129096e-12,4.09840604256602e-11,17.8314152684062
"EME1",1.25372415334102,7.00516937790634,7.8686978808991,1.74205216547308e-12,4.13350266596418e-11,17.8219248203597
"CRHR2",1.03884399369482,4.54239764394215,7.86229852444789,1.80186802157232e-12,4.26122830572281e-11,17.7886845801363
"AOX1",1.52875481707292,6.93292448064876,7.82663413651324,2.17455813639474e-12,5.06961670335257e-11,17.6035898103031
"SMPD1",1.01823597775108,7.22000408240496,7.81961355162449,2.25647570876664e-12,5.23772160442518e-11,17.56718526143
"ALDH18A1",1.33494416248978,6.3276649904876,7.80297396303155,2.46306999857072e-12,5.69251729648027e-11,17.480944226181
"EMC4",1.57830685750026,4.76619852068595,7.79340988484616,2.59020356914495e-12,5.94133160248018e-11,17.4314015397294
"ZNF84",1.27397224335262,6.10783871742149,7.78463261345298,2.7126006514714e-12,6.2087445779391e-11,17.3859518858009
"GCN1",1.22407637641256,7.9879026754876,7.78045195411464,2.77290078871617e-12,6.32642054946943e-11,17.3643098273265
"ZNF202",1.32545610289502,7.65494620073554,7.7629889404504,3.03950242604318e-12,6.86863220192086e-11,17.2739498418141
"MIR30DHG",1.2747374646852,5.80298282002479,7.70724022544014,4.07281464092071e-12,9.01294887635874e-11,16.9859331002476
"SNHG15",1.74155824178843,5.29942155933884,7.69774300245028,4.28072891521815e-12,9.4436948331078e-11,16.9369359790206
"LIMA1",1.47800912161441,5.14019503171901,7.68827617573437,4.4984550678024e-12,9.88317983260496e-11,16.8881158104014
"PDE6H",2.23498293626581,4.77613441136364,7.679015237553,4.72207080715589e-12,1.03425458550579e-10,16.8403769346957
"HTRA1",1.887031125177,5.12481862703306,7.65662366833032,5.30935423577978e-12,1.15768819973229e-10,16.7250317322458
"EMG1",1.44014907154973,6.65623811793802,7.6539769069425,5.38339527822163e-12,1.17188997111542e-10,16.7114050723393
"ZFYVE19",1.43557883592698,7.19191947291736,7.63815892171166,5.847736703097e-12,1.26542946388493e-10,16.6300007626795
"LINC00174",1.29808379210913,5.48491082012397,7.62267725427355,6.34063323168656e-12,1.366339280148e-10,16.5503830068959
"SHTN1",1.73051627239584,12.2451285234298,7.60994079331862,6.77686134824321e-12,1.45593434699933e-10,16.4849246711824
"ZNF222",1.54066407760514,8.70419650961157,7.60892083052867,6.81305641146915e-12,1.46223939363742e-10,16.4796842602761
"PLEKHO2",2.30925796146151,5.41163217926446,7.60494561676733,6.95596278869551e-12,1.48991560032691e-10,16.4592625419298
"GOLPH3",1.32796824051804,8.5384987602562,7.59398872444807,7.36543242974983e-12,1.57288809537308e-10,16.402993218449
"CDKN2C",1.31781698712551,7.70768107442975,7.59020198985069,7.51243460149826e-12,1.60107825264466e-10,16.3835529122895
"CTSO",1.62962308376465,8.79489342071074,7.58395808191084,7.76120622505784e-12,1.65080237984174e-10,16.351505348086
"SLC16A6",1.54482289216314,5.75082050264463,7.55747747500018,8.91028857541884e-12,1.87098537392399e-10,16.2156929628197
"KIAA1210",3.22053258521602,7.8914760027438,7.54849184444587,9.33734349443516e-12,1.9568103073961e-10,16.1696457714454
"MAGI2-AS3",1.02258359037157,5.45203438065289,7.54320290368477,9.59813405606546e-12,2.00752353346991e-10,16.1425514200365
"SEPTIN9",1.11531279721603,6.02863771595248,7.54166776416483,9.6751733209299e-12,2.02165681280292e-10,16.1346884133465
"GPT",3.14963706358593,7.97660119571074,7.53518311317778,1.00074215343134e-11,2.08090055370265e-10,16.1014801751843
"RAB38",2.17196672864589,5.22924751275207,7.52688246873394,1.04492719839468e-11,2.16434726689799e-10,16.0589868922289
"MEF2C-AS1",2.9689689324485,6.87527507908264,7.51034546961462,1.13880179726223e-11,2.34514102030231e-10,15.9743790332275
"CCL21",1.68419579048918,9.75203028747107,7.490421606928,1.26306641513369e-11,2.57865997085851e-10,15.8725312937983
"DUS4L",1.04743526583708,3.85046713870248,7.48341667774675,1.30987658243526e-11,2.66912351315887e-10,15.8367462203009
"ASPRV1",2.00308270923923,5.50239953985124,7.47542685757727,1.36537085354249e-11,2.76899283735991e-10,15.7959444879403
"IL17RE",1.65736071846319,6.72320668702893,7.44834214575879,1.57141039808923e-11,3.15314246433838e-10,15.6577479221149
"PTPRN",1.39375232877596,7.53781844953719,7.44752558490355,1.57807884003734e-11,3.15837616016845e-10,15.6535843438255
"BCL2A1",2.90819616854352,6.29002375443802,7.44448262633971,1.60317712881555e-11,3.20560370654083e-10,15.638070006037
"CCNA1",1.38745300263514,6.4546572075124,7.4282376027218,1.74401286810733e-11,3.46772763486332e-10,15.5552849086564
"NSUN6",1.05365053832039,4.34545675270248,7.42373440362224,1.78517903497055e-11,3.54298311262045e-10,15.5323481942979
"LOC101928014",1.29637222297565,4.67204039832231,7.42334756562332,1.78875992812869e-11,3.54679371078813e-10,15.5303781011801
"PIRC66",3.27656278988572,6.43193238136364,7.40870587680399,1.92965875527346e-11,3.79795969759121e-10,15.4558384776266
"CCDC152",1.23242696741401,4.16218917713636,7.4062573998364,1.95427133949167e-11,3.84286044703909e-10,15.4433787724469
"TRAV34",1.65618189173524,8.31482327843802,7.39761060007757,2.04370642661256e-11,4.00765387881645e-10,15.3993894725982
"LZTS3",1.91187732565098,6.27831467736364,7.38448753140039,2.18724642709868e-11,4.26562990417281e-10,15.3326641707868
"RILP",1.49758443767018,9.21430266519008,7.38416373340045,2.19091161378339e-11,4.26887933506792e-10,15.3310183493099
"MAN1B1-DT",1.05217145213797,5.97311483775207,7.37808984262178,2.26080315156107e-11,4.39303469532181e-10,15.3001505547219
"AMT",1.968314694078,7.84731424603306,7.37771758486022,2.26515782123915e-11,4.39749502477837e-10,15.2982590307924
"ZNF502",1.9482457850995,7.49928762671901,7.36643633822422,2.40114232038071e-11,4.64039766983983e-10,15.24095339866
"COLGALT1",1.02795711033479,7.43458924867769,7.3649967957488,2.41906660086759e-11,4.66726099159921e-10,15.2336432731336
"SMIM20",1.4972108878648,4.46928478947107,7.36496902526436,2.41941368190134e-11,4.66726099159921e-10,15.2335022573765
"EI24",1.46593802895415,4.75068950586364,7.35777225010247,2.51104416978363e-11,4.8265840005157e-10,15.1969644535494
"FIBIN",1.42569999756387,6.55997629690496,7.34274278120321,2.71363655910176e-11,5.15899146241341e-10,15.1207035096841
"CAPNS2",1.41905960310347,5.93131380986777,7.32885980582399,2.91512497961053e-11,5.47615346023221e-10,15.0503121437442
"IGLV3-19",1.44314268574063,5.82404124202893,7.31349927094019,3.15536240808797e-11,5.90041718254979e-10,14.9724877700819
"BBLN",1.13777553450617,6.57681778413636,7.31217377836318,3.17698983461847e-11,5.93047359425502e-10,14.965775045402
"LOC105369602",1.86675476711196,5.6506296373719,7.31045373673075,3.20527399491552e-11,5.97804595296253e-10,14.9570648854171
"STOX1",1.10673771734751,8.42248334403306,7.28887267629591,3.58207757366723e-11,6.63445503778522e-10,14.8478464099319
"MINDY3",1.02901412484555,4.65350166795868,7.28792546245296,3.5995850786829e-11,6.65536445607275e-10,14.8430555297884
"CLEC12B",1.1457134215127,4.23480944073141,7.28626561216526,3.63046899965155e-11,6.70663196259159e-10,14.8346608052185
"GPR31",3.43359244952373,6.36960735352893,7.2850694030398,3.65288880730956e-11,6.74221611755364e-10,14.8286114087291
"WEE1",1.11251294311194,7.59961709644215,7.28378116093012,3.67718692594756e-11,6.78120266006996e-10,14.8220970141737
"DIO3",1.15115732720584,6.40881113487603,7.27954799670642,3.75816349372871e-11,6.91858460418763e-10,14.800693821004
"HCN3",1.7556253350022,9.12810171096694,7.27632232197334,3.82105122443975e-11,7.02829878534978e-10,14.7843877753305
"LINC01692",1.62429112660914,4.54135067609091,7.25757437799326,4.20774371436317e-11,7.68003136925004e-10,14.6896704851907
"BTNL3",1.99422797678107,6.43593806153719,7.24971020708464,4.38126429276868e-11,7.96271480613405e-10,14.6499676598611
"KDR",2.05612272500108,7.46998537145455,7.2420285136739,4.5575959652645e-11,8.24714867094242e-10,14.6112021846384
"INAFM2",1.33072981134415,4.70907945808678,7.24188579168258,4.56093775714493e-11,8.24714867094242e-10,14.6104820925075
