"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PPM1F",-0.667629519242535,2.84788711589669,-12.7643881457856,4.03410655934628e-24,7.06133980121639e-22,44.2967238874498
"STX6",-0.607500497228542,3.17868993658182,-12.7595323195242,4.14241210521486e-24,7.19196833389133e-22,44.2705153811236
"TMEM254",-1.56966344845735,5.35813858236777,-12.7039841622654,5.60951520498266e-24,9.66058041954877e-22,43.9705873181419
"ADAMTS17",-0.848289614474005,2.57501237134435,-12.6970377284978,5.8263645986798e-24,9.95376128038457e-22,43.9330656723304
"COLEC12",1.47351813124064,4.48271613545455,12.6696338522985,6.76698498069389e-24,1.1468965417676e-21,43.7850097974999
"SALL4",-5.10151495688186,5.98219673227273,-12.663049082174,7.01481906229607e-24,1.1795390635853e-21,43.7494264819845
"CCDC3",-6.16654777794297,6.16295721978512,-12.6449598445904,7.74348735721773e-24,1.29189197276082e-21,43.6516594439997
"UPK1A",-2.14613402045592,4.75163159580165,-12.5536309897538,1.27577324989593e-23,2.11194866290911e-21,43.1577244851682
"FMO1",-3.34337644422347,3.91123398770248,-12.5507814530921,1.29581421230504e-23,2.12862403875185e-21,43.14230460291
"ZNF701",-1.77433194813379,2.76922043733471,-12.5230960166587,1.50772729110445e-23,2.45782567187295e-21,42.9924617004637
"ENPP4",1.79627278024145,9.36228232617355,12.4755878650466,1.95546387034081e-23,3.16355537508546e-21,42.7352192393182
"RARB",-0.634023464751385,3.14874209378512,-12.4667850801082,2.05201576435204e-23,3.29479674043141e-21,42.6875393998906
"GATA1",-0.906472086765033,2.45296804670248,-12.4529686658265,2.21328295633282e-23,3.52721324869308e-21,42.612693898033
"KLK6",-1.70473902916971,3.31173941887603,-12.4168003984481,2.69818051135555e-23,4.26812183851835e-21,42.4167102310538
"ZSWIM8-AS1",-3.33349080028968,6.17831345745455,-12.4141552886882,2.73756416829158e-23,4.29857961866667e-21,42.4023741771853
"PCBP2",0.940975768524108,4.47581865978788,12.4057574265694,2.86646008099553e-23,4.46812080508464e-21,42.356856391495
"GP9",-1.75614454163521,3.06971160619835,-12.3732720837668,3.42497583762189e-23,5.30002601539243e-21,42.1807410982008
"ELFN2",-1.20640738909421,2.94036185406612,-12.3520978487802,3.84648794690617e-23,5.90947842490513e-21,42.0659142155074
"CTXN3",-2.12506523227098,4.73598653019008,-12.3400969260039,4.10807621575307e-23,6.26628339910048e-21,42.0008222145555
"ZNF747",-1.78196605221725,5.17440160025069,-12.2942072970396,5.28365439142464e-23,8.00230067580661e-21,41.7518446522735
"MYCT1",-1.30695486486768,2.76080062062397,-12.2912108015706,5.37122066382024e-23,8.07763501942826e-21,41.7355827977737
"CYP2U1",-1.33089024755302,4.21710592760331,-12.28670046772,5.50577472258439e-23,8.22208525879649e-21,41.7111044569836
"PPP1R1C",-0.763677009530292,2.48833898544215,-12.2782735185991,5.76628587237826e-23,8.55132186143318e-21,41.6653669385745
"STAU1",-1.80890034444518,4.37148835105165,-12.2659143225224,6.17086195710623e-23,9.08819014441404e-21,41.5982798851294
"CCDC91",-0.804043201357506,2.46497205852893,-12.2372942295244,7.22031654041771e-23,1.05609492959329e-20,41.4428945999469
"LPAR6",-1.72024826439314,3.13225458423141,-12.2267940805589,7.6486743401075e-23,1.11113905124487e-20,41.3858755869732
"ETNPPL",-5.83178713907474,5.62647521055372,-12.2096738513264,8.40238162231451e-23,1.21238418611167e-20,41.292894755322
"SMAD3-DT",-1.98911659511657,2.74877281206612,-12.1812035504448,9.82411322493433e-23,1.40801300616425e-20,41.1382364665682
"MTMR9LP",-0.766811052370207,2.50018829134711,-12.1776329136998,1.00186522392495e-22,1.42632212379449e-20,41.118836789454
"DCUN1D3",-1.73639876205492,4.60403351866529,-12.1667469498996,1.06358950660175e-22,1.50416913334307e-20,41.0596879828293
"DPH6",-0.948889036056412,4.29419937091185,-12.1441277222131,1.20429550139896e-22,1.69195594949834e-20,40.9367668708407
"NDNF",-2.07857138745308,2.95826682240496,-12.1381125387029,1.24475663065432e-22,1.73737110115183e-20,40.904073735157
"APAF1",-2.23406421176854,5.32716723960882,-12.126137843072,1.32940343373996e-22,1.84346820308551e-20,40.8389845378388
"DRICH1",-0.492664462555162,2.51314246124793,-12.0970698255151,1.55965314674718e-22,2.14321132067183e-20,40.6809533515382
"COL9A2",-1.26014067939512,3.38800820466116,-12.0963735109745,1.56563318204077e-22,2.14321132067183e-20,40.6771672482927
"DGKG",-1.52797398763833,3.73683794612397,-12.071885071506,1.79121073467687e-22,2.43638886872769e-20,40.543999848405
"GOLGA4",-2.10064804151051,3.46531781175207,-12.0571443054206,1.9424093657039e-22,2.62532607624093e-20,40.463825809733
"ADIPOQ",-3.56944054049382,3.13791250386777,-12.0540210349731,1.97605155665566e-22,2.6539988045523e-20,40.4468371947581
"OPRPN",-4.39218161461602,5.9804408662562,-12.0229248084506,2.3445455856465e-22,3.12923568634256e-20,40.2776678228938
"BCAR3",4.35397978178051,7.32172688150413,12.0138780434783,2.46414865874637e-22,3.26844065885272e-20,40.2284430649547
"VILL",-7.35386199965903,5.61636636019835,-11.9996765043746,2.66434659894755e-22,3.51216800126697e-20,40.151162681338
"ADGRB1",-4.16076315340675,5.16810696905785,-11.9942133801274,2.74562875868981e-22,3.57600045213873e-20,40.1214315434941
"HCRTR1",-1.667879738172,2.58413389391736,-11.9941715123184,2.7462611760747e-22,3.57600045213873e-20,40.1212036872777
"TMEM131L",-0.889366166719482,2.57826655054959,-11.9742873483059,3.06372023930226e-22,3.96519670971514e-20,40.0129794197434
"ZNF883",-4.33410995641863,4.53042648967769,-11.9692208983254,3.15032345168302e-22,4.05272031992114e-20,39.9854011696525
"CCDC106",2.83189263693492,7.44155158536364,11.9522180647213,3.45928501429989e-22,4.42353481918408e-20,39.8928409916774
"RAD17",-0.58238391167518,3.40792050064463,-11.9385687031044,3.7291339151734e-22,4.74021754515048e-20,39.8185270726252
"CNOT4",-1.0260707720195,4.06371743009917,-11.8917424029399,4.82557555065859e-22,6.09764295173456e-20,39.5635190219958
"PITRM1",3.58880268092247,7.53538935904545,11.8739305078917,5.3228041670913e-22,6.6863813522491e-20,39.4664936496558
"EBPL",2.63769646075335,7.85986707441322,11.8726347933759,5.36091597683892e-22,6.69487489388276e-20,39.4594350788858
"H4C6",-3.99792268022233,3.69499209306612,-11.8457479795646,6.21644202723195e-22,7.71814648206617e-20,39.3129498777237
"RHOXF1",-1.5300950418326,2.57596949213223,-11.83184260036,6.71124924638903e-22,8.28431951772473e-20,39.2371786366243
"DPP10",-1.43129185381506,2.67772328909917,-11.7903303558965,8.43569029103781e-22,1.0353112997995e-19,39.0109295603539
"ISL1",3.75139392932746,6.70037218535537,11.7739246530168,9.23377457637734e-22,1.12678432044879e-19,38.9214968329947
"SHOX2",-1.51799142166463,3.36990436577961,-11.746149577002,1.0761062197563e-21,1.30569592743726e-19,38.7700624520608
"PRAMEF1",-4.83379955287565,6.45898738745455,-11.7373741955761,1.12943311714854e-21,1.36265786535069e-19,38.722211541781
"TRMT112",-2.22271189049101,2.84474893689256,-11.7228713632718,1.22342772317761e-21,1.46776960834033e-19,38.6431233855171
"CLDN11",-2.0562649398858,4.82740612676446,-11.707907903241,1.32862493096943e-21,1.57687638951803e-19,38.5615152095497
"LMX1A-AS2",-2.05867139401533,6.0249494102314,-11.7078376582337,1.32913954630412e-21,1.57687638951803e-19,38.5611320860142
"AURKB",-1.22976052174777,3.03853318778512,-11.702836096935,1.36629868460204e-21,1.61094268349335e-19,38.5338525961384
"LRRTM2",-1.96900012053851,2.84183408703306,-11.7019564081985,1.37294108356727e-21,1.61094268349335e-19,38.5290545093005
"TLX2",2.34927796295641,5.92935664218595,11.6982280745288,1.40145397092652e-21,1.63541254366862e-19,38.5087187485789
"PTPN4",-1.16553177712336,5.25482844447727,-11.6951016709903,1.42582004259216e-21,1.65480364182367e-19,38.4916657623119
"WWC1",-0.899568985411652,4.47687604021488,-11.6883091017581,1.48023072079562e-21,1.70866632662651e-19,38.4546144550609
"GRIN2C",-1.05501318372157,3.61027758805234,-11.6832102922742,1.52243552777108e-21,1.74793605890062e-19,38.4268009959292
"ZSCAN26",-1.88773344373873,2.85665414296694,-11.6698940605646,1.63842885347334e-21,1.86572009706286e-19,38.3541580776462
"GRIK4",3.0415358735124,7.37368983096694,11.6694442683542,1.64249767383666e-21,1.86572009706286e-19,38.3517042561612
"DPP6",-1.18499881137089,3.25544630038843,-11.6646405987326,1.68658769928092e-21,1.90566562529863e-19,38.3254976124848
"H2AC15",-0.897803129353818,3.16127110553719,-11.6559977167075,1.76892086687935e-21,1.98817395327413e-19,38.2783439651686
"SLU7",-1.49224870791351,3.8507563947314,-11.6549281899093,1.77938519767344e-21,1.98946444483331e-19,38.2725086862517
"ARID4A",2.26783102672479,7.67080560723141,11.6474728591506,1.85407089062511e-21,2.06217103485934e-19,38.2318317331975
"LOC105376360",-0.761082434832605,2.58446552458678,-11.6448762917488,1.88081295179753e-21,2.08107567801224e-19,38.2176641862393
"CDKN2AIPNL",-1.12132657933234,2.5637096785124,-11.6344282766503,1.99237742445365e-21,2.19315566490761e-19,38.1606548064825
"LPAR3",-1.35797731117823,6.09772996783058,-11.6286187020687,2.05725404054181e-21,2.2529569249113e-19,38.1289534047243
"NDUFV2",-1.84150417269344,2.67378562910744,-11.6089939708821,2.29245536787196e-21,2.49772369290335e-19,38.0218579114986
"TRIM54",-3.06186424121781,3.25172299316529,-11.599824663856,2.41139741229959e-21,2.61397927612476e-19,37.9718151539274
"DMRT2",-1.46756546783234,3.29329850360744,-11.5946357659084,2.48142373850813e-21,2.67630322908288e-19,37.9434948331969
"LINC01815",-3.38170891405041,4.2697526584876,-11.5491870253162,3.18866097114544e-21,3.42180176074427e-19,37.6954055844943
"SLC6A17",2.31955218258424,6.89948561897521,11.5462289946726,3.2411383778366e-21,3.46072550293503e-19,37.6792565080172
"LCP2",0.765528691235744,3.37278996444904,11.5438020919834,3.28483822465095e-21,3.48338145203346e-19,37.6660068765323
"TDRP",-1.54239105016672,4.47132159086501,-11.543243463437,3.29498034797826e-21,3.48338145203346e-19,37.6629570291455
"CITED1",-2.43808978171668,3.3178865026281,-11.5385685522804,3.38109339925541e-21,3.55681032222164e-19,37.6374338633546
"PPM1B-DT",2.61175901928672,8.19772655205785,11.5291130284957,3.56221456891427e-21,3.7289751038806e-19,37.5858084676664
"ANXA2P2",-2.31135834637446,2.78028508769421,-11.5241799047201,3.66053202331922e-21,3.81320299307229e-19,37.558873491412
"ERICH4",-2.49345599208771,3.06751468232231,-11.5229925871345,3.68459809609438e-21,3.81964040495609e-19,37.552390602588
"ALG14",1.12159050172451,5.18836472572727,11.5217103994214,3.71076501770362e-21,3.82818294459231e-19,37.5453896661428
"NFATC1",-0.99312488058974,3.51245787047603,-11.5181029765668,3.78538760062213e-21,3.88639193323488e-19,37.52569234319
"ERI1",-1.84649385510327,4.02587879901653,-11.5059294510873,4.04847294473759e-21,4.1366095566924e-19,37.4592194551648
"BIRC3",-1.09454726363861,3.45400595718595,-11.502306349634,4.13025121036119e-21,4.2000721236792e-19,37.4394348878686
"ELFN1-AS1",-4.35578941115958,5.61213473627273,-11.4897187870197,4.42743733480764e-21,4.48094427890129e-19,37.3706954756855
"SWT1",-1.43130125050344,2.95490315190083,-11.487034733529,4.49352456201903e-21,4.52637816141115e-19,37.3560375591494
"C1orf226",-1.22809276338126,4.00211327293388,-11.4841559184542,4.56550513091716e-21,4.57729399393126e-19,37.3403158067819
"VHRT",-3.00138316976024,3.16428702671074,-11.4809073626321,4.64811749184777e-21,4.63834341300977e-19,37.3225745568673
"LCMT1-AS2",-1.7905182644497,3.59355909425207,-11.4523433292371,5.44206408262432e-21,5.40536178997406e-19,37.166566296413
"CEP78",-1.45651002810261,4.3064063205427,-11.4450667780396,5.66515576529094e-21,5.60089821147167e-19,37.126820480551
"E2F2",-0.931168391340537,4.05727298987879,-11.4378324219205,5.89602756276713e-21,5.80228887570931e-19,37.0873037808276
"LUNAR1",-1.26050912849152,2.53055501640496,-11.4254792527104,6.3122363317335e-21,6.18338563597105e-19,37.0198231582282
"TDRD5",-2.47760995477098,4.27198317140496,-11.4104193900291,6.85962248469061e-21,6.68891498450082e-19,36.9375517269386
"DLX1",-1.21246947347429,2.7060242257562,-11.405330244808,7.05514138852605e-21,6.82212492689977e-19,36.9097486645016
"KRTAP1-5",-5.96260125169408,5.20278046590909,-11.4052023895734,7.06012460241091e-21,6.82212492689977e-19,36.9090501565392
"PSMB6",3.79067004005145,6.89924471317355,11.3850912455409,7.88948401522855e-21,7.58918608762187e-19,36.7991726073725
